# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2521435	2522676	-	CBW18478.1			Probable manganese transport protein mntH.	mntH		SL1344_2376	1242	413.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2523019	2524221	+	CBW18479.1			nucleoside permease NupC	nupC		SL1344_2377	1203	400.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2524274	2526463	-	CBW18480.1			hypothetical membrane protein	yfeA		SL1344_2378	2190	729.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2527069	2527431	+	CBW18481.1			conserved hypothetical protein	yfeC		SL1344_2379	363	120.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2527433	2527825	+	CBW18482.1			conserved hypothetical protein	yfeD		SL1344_2380	393	130.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2527879	2529294	-	CBW18483.1			Glutamyl-tRNA synthetase	gltX		SL1344_2381	1416	471.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2530110	2530994	-	CBW18484.1			xanthosine operon transcriptional regulator	xapR		SL1344_2382	885	294.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2531046	2531204	-	CBW18485.1			conserved hypothetical protein			SL1344_2383	159	52.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2531263	2532519	-	CBW18486.1			xanthosine permease	xapB		SL1344_2384	1257	418.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2532574	2533407	-	CBW18487.1			xanthosine phosphorylase	flhAb		SL1344_2385	834	277.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2533663	2534424	+	CBW18488.1			conserved hypothetical protein	yfeN		SL1344_2386	762	253.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2534486	2535412	-	CBW18489.1			hypothetical transcriptional regulator	yfeR		SL1344_2387	927	308.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2535502	2536500	+	CBW18490.1			hypothetical membrane protein	yfeH		SL1344_2388	999	332.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2536497	2536724	-	CBW18491.1			conserved hypothetical protein			SL1344_2389	228	75.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2536717	2538732	-	CBW18492.1			DNA ligase	lig		SL1344_2390	2016	671.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2538804	2539790	-	CBW18493.1			cell division protein	zipA		SL1344_2391	987	328.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2540022	2540783	+	CBW18494.1			hypothetical sulfate transport protein CysZ	cysZ		SL1344_2392	762	253.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2540947	2541918	+	CBW18495.1			cysteine synthase A	cysK		SL1344_2393	972	323.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2542302	2542559	+	CBW18496.1			phosphocarrier protein HPr	ptsH		SL1344_2394	258	85.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2542608	2544335	+	CBW18497.1			phosphoenolpyruvate-protein phosphotransferase (ec 2.7.3.9) (phosphotransferase system, enzyme i)	ptsI		SL1344_2395	1728	575.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2544376	2544885	+	CBW18498.1			pts system, glucose-specific IIA component	crr		SL1344_2396	510	169.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2545034	2545273	-	CBW18499.1			hypothetical protein			SL1344_2397	240	79.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2545270	2546136	-	CBW18500.1			pyridoxine kinase	pdxK		SL1344_2398	867	288.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2546219	2547511	+	CBW18501.1			hypothetical transcriptional regulator	ptsJ		SL1344_2399	1293	430.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2547526	2548245	+	CBW18502.1			hypothetical amidotransferase	yfeJ		SL1344_2400	720	239.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2548304	2548684	+	CBW18503.1			hypothetical protein	yfeK		SL1344_2401	381	126.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2548697	2549236	+	CBW18504.1			conserved hypothetical protein	yfeL		SL1344_2402	540	179.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2549367	2550278	-	CBW18505.1			cysteine synthase B	cysM		SL1344_2403	912	303.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2550346	2551443	-	CBW18506.1			sulphate transport ATP-binding protein CysA	cysA		SL1344_2404	1098	365.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2551433	2552308	-	CBW18507.1			sulphate transport system permease protein CysW	cysW		SL1344_2405	876	291.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2552308	2553141	-	CBW18508.1			sulphate transport system permease protein CysT	cysU		SL1344_2406	834	277.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2553141	2554157	-	CBW18509.1			thiosulphate-binding protein precursor	cysP		SL1344_2407	1017	338.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2554315	2555106	-	CBW18510.1			hypothetical oxidoreductase	ucpA		SL1344_2408	792	263.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2555344	2556243	-	CBW18511.1			conserved hypothetical protein			SL1344_2409	900	299.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2556338	2556913	-	CBW18512.1			hypothetical outer membrane lipoprotein	yfeY		SL1344_2410	576	191.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2556975	2557424	-	CBW18513.1			conserved hypothetical protein	yfeZ		SL1344_2411	450	149.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2557411	2557836	-	CBW18514.1			Hypothetical acetyltransferase <ORFName>			SL1344_2412	426	141.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2558049	2558918	+	CBW18515.1			probable N-acetylmuramoyl-L-alanine amidase	amiA		SL1344_2413	870	289.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2558921	2559820	+	CBW18516.1			Coproporphyrinogen III oxidase, aerobic	hemF		SL1344_2414	900	299.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2559841	2560170	+	CBW18517.1			hypothetical membrane protein			SL1344_2415	330	109.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2560299	2561576	+	CBW18518.1			conserved hypothetical protein			SL1344_2416	1278	425.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2561776	2562828	-	CBW18519.1			ethanolamine operon transcriptional regulator	eutR		SL1344_2417	1053	350.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2562876	2563370	-	CBW18520.1			ethanolamine utilization protein EutK	eutK		SL1344_2418	495	164.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2563383	2564042	-	CBW18521.1			ethanolamine utilization protein EutL	eutL		SL1344_2419	660	219.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2564052	2564948	-	CBW18522.1			Ethanolamine ammonia-lyase light chain	eutC		SL1344_2420	897	298.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2564967	2566328	-	CBW18523.1			ethanolamine ammonia-lyase heavy chain	eutB		SL1344_2421	1362	453.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2566340	2567743	-	CBW18524.1			hypothetical ethanolamine utilization protein EutA	eutA		SL1344_2422	1404	467.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2567740	2568966	-	CBW18525.1			hypothetical membrane protein	eutH		SL1344_2423	1227	408.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2569086	2570273	-	CBW18526.1			hypothetical alchohol dehydrogenase	eutG		SL1344_2424	1188	395.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2570263	2571102	-	CBW18527.1			hypothetical ethanolamine utilization protein EutJ	eutJ		SL1344_2425	840	279.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2571113	2572516	-	CBW18528.1			hypothetical aldehyde dehydrogenase	eutE		SL1344_2426	1404	467.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2572528	2572827	-	CBW18529.1			ethanolamine utilization protein	eutN		SL1344_2427	300	99.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2572928	2573218	-	CBW18530.1			ethanolamine utilization protein	eutM		SL1344_2428	291	96.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2573259	2574275	-	CBW18531.1			hypothetical phosphate acyltransferase	eutD		SL1344_2429	1017	338.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2574272	2575075	-	CBW18532.1			hypothetical cobalamin adenosyltransferase	eutT		SL1344_2430	804	267.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2575072	2575761	-	CBW18533.1			hypothetical ethanolamine utilization protein EutQ	eutQ		SL1344_2431	690	229.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2575739	2576218	-	CBW18534.1			hypothetical ethanolamine utilization protein EutP	eutP		SL1344_2432	480	159.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2576231	2576566	-	CBW18535.1			hypothetical ethanolamine utilization protein EutS	eutS		SL1344_2433	336	111.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2577047	2577505	-	CBW18536.1			transposase	tnpA_1b		SL1344_2434	459	152.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2577695	2579974	-	CBW18537.1			NADP-dependent malate dehydrogenase (decarboxylating)	maeB		SL1344_2435	2280	759.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2580246	2581196	+	CBW18538.1			Transaldolase	tal		SL1344_2436	951	316.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2581216	2583216	+	CBW18539.1			transketolase 2	tktB		SL1344_2437	2001	666.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2583279	2583509	-	CBW18540.1			hypothetical protein			SL1344_2438	231	76.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2583637	2584680	-	CBW18541.1			hypothetical exported protein	ypfG		SL1344_2439	1044	347.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2584805	2585380	-	CBW18542.1			conserved hypothetical protein	yffH		SL1344_2440	576	191.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2585584	2586882	+	CBW18543.1			hypothetical exported protein			SL1344_2441	1299	432.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2587331	2589292	-	CBW18544.1			hypothetical oxidoreductase	aegA		SL1344_2442	1962	653.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2589478	2591178	+	CBW18545.1			nitrate/nitrite sensor protein NarQ	narQ		SL1344_2443	1701	566.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2591363	2594476	+	CBW18546.1			hypothetical efflux pump	acrD		SL1344_2444	3114	1037.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2594578	2594637	-	CCG27792.1			conserved sORF	ypfM		SL1344_2444A	60	19.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2595050	2595406	+	CBW18547.1			conserved hypothetical protein	yffB		SL1344_2445	357	118.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2595410	2596537	+	CBW18548.1			succinyl-diaminopimelate desuccinylase	dapE		SL1344_2446	1128	375.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2596565	2596765	+	CBW18549.1			hypothetical membrane protein			SL1344_2447	201	66.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2596792	2598810	-	CBW18550.1			conserved hypothetical protein	ypfI		SL1344_2448	2019	672.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2598826	2599689	-	CBW18551.1			hypothetical membrane protein			SL1344_2449	864	287.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2599820	2600533	-	CBW18552.1			phosphoribosylaminoimidazole-succinocarboxamide synthase	purC		SL1344_2450	714	237.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2600708	2601742	-	CBW18553.1			hypothetical lipoprotein	nlpB		SL1344_2451	1035	344.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2601759	2602637	-	CBW18554.1			Dihydrodipicolinate synthase	dapA		SL1344_2452	879	292.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2602783	2603355	+	CBW18555.1			glycine cleavage system transcriptional repressor	gcvR		SL1344_2453	573	190.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2603355	2603825	+	CBW18556.1			bacterioferritin comigratory protein	bcp		SL1344_2454	471	156.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2603872	2604114	-	CBW18557.1			hypothetical conserved hypothetical protein			SL1344_2455	243	80.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2604412	2605479	-	CBW18558.1			hypothetical membrane protein	perM		SL1344_2456	1068	355.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2605687	2607150	+	CBW18559.1			hypothetical exported protein			SL1344_2457	1464	487.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2607190	2607549	+	CBW18560.1			hypothetical arsenate reductase (arsenical pump modifier)	yfgD		SL1344_2458	360	119.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2607576	2608301	-	CBW18561.1			conserved hypothetical protein	yfgE		SL1344_2459	726	241.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2608372	2609661	-	CBW18562.1			uracil permease (uracil transporter)	uraA		SL1344_2460	1290	429.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2609749	2610375	-	CBW18563.1			uracil phosphoribosyltransferase	upp		SL1344_2461	627	208.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2610774	2611826	+	CBW18564.1			Phosphoribosylformylglycinamidine cyclo-ligase	purM		SL1344_2462	1053	350.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2611826	2612464	+	CBW18565.1			phosphoribosylglycinamidine myltransferase	purN		SL1344_2463	639	212.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2612653	2614719	+	CBW18566.1			Polyphosphate kinase	ppk		SL1344_2464	2067	688.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2614724	2616265	+	CBW18567.1			exopolyphosphatase	ppx		SL1344_2465	1542	513.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2616301	2618514	-	CBW18568.1			hypothetical membrane protein			SL1344_2466	2214	737.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2618819	2619079	-	CBW18569.1			hypothetical protein			SL1344_2467	261	86.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2618927	2619118	+	CBW18570.1			conserved hypothetical inner membrane protein			SL1344_2468	192	63.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2619659	2619988	+	CBW18571.1			conserved hypothetical protein			SL1344_2469	330	109.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2620008	2620364	-	CBW18572.1			hypothetical transposase			SL1344_2470	357	118.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2620521	2622098	-	CBW18573.1			GMP synthase [glutamine-hydrolyzing]	guaA		SL1344_2471	1578	525.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2622168	2623634	-	CBW18574.1			inosine-5'-monophosphate dehydrogenase	guaB		SL1344_2472	1467	488.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2623795	2625144	+	CBW18575.1			Probable exodeoxyribonuclease VII large subunit	xseA		SL1344_2473	1350	449.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2625306	2631425	-	CBW18576.1			host colonisation factor (ShdA)	shdA		SL1344_2474	6120	2039.0	
CDS	without_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2632119	2639425	-				hypothetical outer membrane protein (RatB) (pseudogene)	ratB		SL1344_2475	7308		pseudo
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2639591	2645188	-	CBW18578.1			hypothetical exported protein (RatA)	ratA		SL1344_2477	5598	1865.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2645308	2646267	-	CBW18579.1			hypothetical exported protein	sinI		SL1344_2478	960	319.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2646325	2648517	-	CBW18580.1			intimin	sinH		SL1344_2479	2193	730.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2648863	2649084	-	CBW18581.1			conserved hypothetical protein	yfgJ		SL1344_2480	222	73.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2649173	2650645	-	CBW18582.1			GTP-binding protein engA.	engA		SL1344_2481	1473	490.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2650764	2651942	-	CBW18583.1			hypothetical lipoprotein	yfgL		SL1344_2482	1179	392.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2651953	2652573	-	CBW18584.1			hypothetical membrane protein	yfgM		SL1344_2483	621	206.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2652587	2653861	-	CBW18585.1			Histidyl-tRNA synthetase	hisS		SL1344_2484	1275	424.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2653972	2655090	-	CBW18586.1			4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	gcpE		SL1344_2485	1119	372.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2655117	2656121	-	CBW18587.1			hypothetical DNA-binding protein	yfgA		SL1344_2486	1005	334.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2656413	2657579	-	CBW18588.1			conserved hypothetical protein	yfgB		SL1344_2487	1167	388.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2657786	2658217	-	CBW18589.1			nucleoside diphosphate kinase (ndk)	ndk		SL1344_2488	432	143.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2658338	2659201	-	CBW18590.1			hypothetical polyferredoxin			SL1344_2489	864	287.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2659201	2660010	-	CBW18591.1			hypothetical anaerobic reductase component			SL1344_2490	810	269.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2660003	2660632	-	CBW18592.1			hypothetical anaerobic reductase component			SL1344_2491	630	209.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2660629	2663007	-	CBW18593.2			dimethyl sulfoxide reductase			SL1344_2492	2379	792.0	
CDS	with_protein	GCA_000210855.2	Primary Assembly	chromosome		FQ312003.1	2663163	2665478	-	CBW18594.1			penicillin-binding protein 1C	pbpC		SL1344_2493	2316	771.0	
